"State","Population","Area","Children","Age","Income","Marital","Gender","Churn","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Contract","Port_modem","Tablet","InternetService","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod","Tenure","MonthlyCharge","Bandwidth_GB_Year","Response","Fix","Replacement","Reliability","Options","Respectful","Courteous","Listening"
"CT",325,"Suburban",2,74,23288.67,"Separated","Male","No",15.27908,14,0,0,"No","One year","Yes","No","Fiber Optic","Yes","No","No","No","Yes","Yes","No","No","Yes","Bank Transfer(automatic)",46.55186,137.4872,3964.578207,3,4,4,3,5,2,4,3
"FL",21409,"Urban",3,60,56175.87,"Married","Female","No",7.87323,10,2,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","No","No","No","No","Yes","Yes","Mailed Check",55.42799,149.9598,4831.683083,3,4,3,4,3,3,4,5
"PA",1203,"Urban",3,58,75008.28,"Never Married","Male","No",11.33748,8,0,0,"No","One year","Yes","No","Fiber Optic","Yes","No","No","Yes","No","No","Yes","No","Yes","Credit Card (automatic)",52.8369,159.9349,4727.906301,3,3,3,2,4,4,3,4
"MI",16943,"Rural",0,60,47386.97,"Never Married","Male","No",6.537862,11,1,0,"No","Two Year","Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Electronic Check",54.28949,164.9715,5218.998099,3,3,4,3,2,3,5,3
"PA",12078,"Suburban",3,20,41971.87,"Divorced","Female","No",12.20292,16,0,1,"No","Two Year","No","No","DSL","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",57.87473,222.6281,5978.333259,2,3,1,5,4,2,4,2
"CA",551,"Urban",0,19,24366.76,"Widowed","Female","No",14.98804,11,2,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Electronic Check",70.52668,164.9853,6717.631884,5,4,4,3,3,5,4,4
"IA",460,"Rural",4,59,42760.04,"Widowed","Female","Yes",5.65608,9,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",71.64551,225.1457,7084.802797,4,4,3,5,2,4,2,4
"OK",3011,"Rural",0,83,59357.03,"Widowed","Male","No",11.37971,12,0,0,"No","Two Year","Yes","No","None","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Electronic Check",64.25764,137.5165,5396.225434,3,4,3,4,3,3,4,4
"MI",38659,"Urban",7,66,47296.5,"Divorced","Male","No",10.35811,8,3,0,"Yes","Month-to-month","Yes","No","None","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Electronic Check",47.40118,142.4993,4539.773339,4,4,4,2,4,4,3,4
"MD",5682,"Suburban",0,83,10151.14,"Married","Female","No",7.191449,8,0,0,"No","Month-to-month","No","No","None","Yes","Yes","No","No","No","No","Yes","No","Yes","Bank Transfer(automatic)",39.83368,137.4684,3419.03694,5,3,4,5,2,3,4,4
"LA",12326,"Urban",3,64,16499.16,"Widowed","Male","No",13.46568,15,0,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Credit Card (automatic)",71.21292,217.4702,6364.501793,2,2,3,4,4,3,2,3
"NY",1378,"Rural",1,51,22019.29,"Separated","Female","No",5.209809,14,2,1,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","No","No","No","Yes","Yes","Mailed Check",59.78823,149.9598,5156.890432,3,4,4,3,2,3,2,4
"ID",563,"Urban",0,48,140110,"Never Married","Male","No",6.913871,17,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Mailed Check",65.90545,169.9928,5645.995697,2,2,2,3,4,3,3,3
"MD",2131,"Suburban",0,18,26959.95,"Divorced","Nonbinary","No",16.02815,14,0,2,"No","Month-to-month","Yes","Yes","None","Yes","Yes","No","Yes","No","No","No","No","Yes","Bank Transfer(automatic)",66.22321,134.9801,5688.797995,4,3,3,4,1,3,4,4
"MT",167,"Rural",1,20,21224.38,"Divorced","Female","No",10.77302,11,0,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Mailed Check",70.66533,255.1417,6523.645236,4,3,4,2,2,4,4,4
"NM",7174,"Rural",3,58,67637.17,"Widowed","Male","No",6.605824,11,1,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",53.62789,235.1555,5605.985814,4,3,3,3,4,3,5,4
"WA",15415,"Suburban",0,61,73700.77,"Never Married","Male","No",15.02435,15,1,1,"No","Month-to-month","Yes","No","None","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",71.58757,190.1737,6489.928767,4,3,5,4,2,4,4,4
"OH",21130,"Urban",1,48,52772.29,"Separated","Female","Yes",7.669681,5,0,0,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",42.47353,242.6106,4549.826317,4,4,5,4,3,5,3,2
"PA",7633,"Urban",2,35,63016.28,"Widowed","Female","No",10.76049,14,3,0,"Yes","Two Year","No","No","None","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Electronic Check",56.841,200.1465,5390.230602,4,3,4,2,5,3,4,2
"IN",2848,"Rural",0,53,15125.59,"Widowed","Male","No",9.129946,8,1,0,"No","One year","Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",70.47803,222.6281,6857.525674,3,3,3,4,3,4,4,5
"SD",1997,"Urban",2,73,37027.19,"Married","Male","No",7.133502,8,0,0,"No","Month-to-month","Yes","No","None","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Bank Transfer(automatic)",57.39587,150.007,5012.390451,3,3,4,3,4,3,5,4
"TX",44352,"Rural",5,70,117890.3,"Divorced","Female","No",12.50156,13,1,1,"No","Two Year","No","Yes","None","Yes","Yes","No","Yes","Yes","No","No","No","No","Electronic Check",69.82128,147.5031,6056.024801,5,4,3,4,3,5,5,5
"PA",17119,"Urban",0,31,117418.8,"Divorced","Female","No",7.16386,12,0,0,"No","Two Year","No","No","None","Yes","Yes","Yes","No","Yes","No","No","No","No","Electronic Check",59.63916,127.525,5176.880863,4,4,4,5,2,4,5,3
"CA",18720,"Urban",1,81,28877.8,"Separated","Male","Yes",8.202221,2,1,1,"No","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",71.35403,257.6513,7015.439922,4,5,3,3,2,5,4,4
"UT",702,"Suburban",2,62,51231.14,"Separated","Female","No",11.73621,6,1,0,"No","Month-to-month","No","No","None","Yes","No","Yes","No","No","Yes","Yes","No","No","Electronic Check",61.17556,119.9897,5305.741074,5,4,5,4,3,5,5,3
"NY",4739,"Urban",9,21,18978.48,"Widowed","Male","No",9.410557,10,0,0,"Yes","Two Year","No","Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Mailed Check",51.53504,182.4653,4979.515394,3,2,3,4,4,3,2,2
"MT",17881,"Suburban",3,59,84770.13,"Divorced","Female","No",9.69156,9,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","No","No","Bank Transfer(automatic)",70.69188,172.4624,6193.73618,4,3,3,3,3,3,4,5
"CA",21732,"Urban",1,68,29048.41,"Separated","Male","No",4.429676,11,0,1,"No","Two Year","No","No","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","Yes","Electronic Check",53.13455,159.9512,4567.371412,5,4,5,4,3,2,5,4
"IL",341,"Suburban",0,18,54102.22,"Widowed","Nonbinary","No",6.897465,8,2,0,"No","Two Year","No","No","DSL","Yes","No","No","No","No","Yes","No","No","Yes","Electronic Check",71.13774,104.9643,6343.360731,4,5,3,4,4,5,4,5
"IL",7570,"Rural",2,30,49645.28,"Never Married","Female","No",7.969166,7,1,1,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","Yes","No","No","No","Yes","Electronic Check",57.71425,114.9976,5030.841405,5,5,4,3,2,5,2,3
"NJ",9593,"Urban",0,77,15843.72,"Separated","Male","No",8.773524,9,1,0,"Yes","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","No","Yes","Electronic Check",63.22009,147.4783,5316.617176,2,3,4,2,4,3,4,4
"AL",375,"Urban",3,31,48781.9,"Married","Female","No",8.01476,10,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Credit Card (automatic)",65.33904,275.1336,6212.33447,3,3,2,4,3,4,4,4
"WA",1842,"Rural",3,59,11981.42,"Never Married","Female","No",9.015171,13,2,0,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Electronic Check",51.88253,152.4907,4688.843781,3,4,5,3,4,3,3,3
"IN",4420,"Urban",1,83,94513.15,"Widowed","Female","No",8.661484,12,0,2,"No","One year","No","No","DSL","Yes","Yes","No","No","No","No","No","Yes","Yes","Bank Transfer(automatic)",50.55291,159.9476,4705.493469,4,4,3,3,4,4,3,5
"VA",1346,"Rural",2,37,19268.4,"Married","Female","No",9.058919,9,2,0,"No","One year","No","Yes","DSL","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Electronic Check",59.47664,190.127,5919.136057,3,3,4,3,4,4,3,4
"PA",3526,"Rural",4,23,140030.5,"Never Married","Male","No",7.043751,13,0,1,"No","Two Year","No","No","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Bank Transfer(automatic)",61.36037,194.9882,5709.246946,4,3,5,4,3,2,4,4
"CA",454,"Rural",4,74,13596.02,"Married","Female","No",15.30646,10,1,0,"No","Two Year","Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Bank Transfer(automatic)",48.85809,184.9797,4777.954889,2,1,3,3,6,2,2,3
"CA",1520,"Suburban",1,76,27917.73,"Divorced","Female","No",10.5117,7,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","No","No","Yes","Mailed Check",69.35043,157.4836,5780.643396,4,4,3,4,2,5,4,6
"PR",65355,"Suburban",3,32,19761.06,"Married","Female","No",8.625483,9,0,1,"No","Month-to-month","No","Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",62.13371,277.6513,6021.620867,4,4,3,2,5,2,3,4
"LA",432,"Suburban",1,82,16776.51,"Never Married","Male","No",10.40646,12,0,0,"No","Month-to-month","No","Yes","None","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Electronic Check",70.86194,187.6422,6236.37892,4,4,4,2,4,3,2,5
"TX",25052,"Suburban",0,43,25113.66,"Widowed","Female","No",13.76494,13,0,0,"No","Month-to-month","No","Yes","DSL","Yes","No","No","Yes","Yes","No","No","No","Yes","Bank Transfer(automatic)",67.11209,127.4738,6110.183,5,5,4,2,5,4,4,3
"WV",1649,"Urban",4,45,17231.33,"Divorced","Male","No",8.967487,11,2,1,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","No","No","Electronic Check",58.23259,192.4404,5315.375131,5,4,4,4,4,5,4,4
"TX",40778,"Suburban",1,53,16316.98,"Never Married","Female","Yes",11.15522,10,1,0,"No","Month-to-month","No","No","DSL","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Credit Card (automatic)",68.7816,255.1198,6693.382735,4,3,3,1,4,4,3,3
"NM",110,"Rural",1,55,6528.84,"Married","Male","No",7.501988,10,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","No","Yes","No","Yes","Bank Transfer(automatic)",57.04882,159.9349,5021.288642,3,2,2,5,4,4,4,3
"VA",8075,"Urban",0,51,95509.68,"Married","Female","No",6.652008,12,1,0,"No","Month-to-month","No","No","DSL","Yes","No","No","No","No","No","Yes","No","Yes","Electronic Check",64.49231,117.4392,5885.972229,4,4,4,5,2,4,3,4
"IN",439,"Urban",1,63,77486.12,"Widowed","Male","No",11.76289,16,0,0,"No","Month-to-month","Yes","No","None","Yes","No","No","No","Yes","No","No","Yes","Yes","Credit Card (automatic)",65.31625,127.4887,5662.729675,4,5,5,4,3,4,3,5
"VA",2698,"Suburban",0,44,32495.96,"Widowed","Female","No",12.69031,8,1,1,"No","Month-to-month","No","No","DSL","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Mailed Check",70.49442,144.9889,6565.394972,3,3,4,3,3,4,4,3
"NC",1878,"Urban",6,63,79243.91,"Separated","Male","No",13.72414,11,0,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","Yes","No","No","No","Yes","Mailed Check",44.46693,147.4738,4042.614652,5,5,6,5,2,5,4,4
"IN",24,"Suburban",0,76,45316.27,"Never Married","Male","No",11.80588,16,0,0,"No","One year","No","No","DSL","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Electronic Check",68.49174,184.961,6419.007711,3,4,4,3,4,4,4,3
"AL",2159,"Urban",0,70,12458.49,"Never Married","Male","No",16.19881,13,0,0,"Yes","Month-to-month","No","No","DSL","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Credit Card (automatic)",59.48026,202.65,5881.867947,3,4,3,3,3,3,5,2
"ME",508,"Suburban",0,31,9193.97,"Married","Female","No",14.61358,12,0,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Electronic Check",52.37668,112.4551,4349.508246,4,3,2,2,5,2,2,3
"MN",30211,"Rural",4,53,11738.87,"Separated","Female","No",13.82399,8,1,0,"No","One year","Yes","No","DSL","No","No","No","No","No","No","Yes","Yes","Yes","Electronic Check",68.22677,187.6094,6570.010431,4,4,4,2,3,3,5,4
"NY",2405,"Rural",1,67,31959.4,"Never Married","Male","No",11.8759,15,2,1,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","No","No","No","Yes","No","Credit Card (automatic)",63.03296,179.9476,5449.331954,2,3,3,5,2,4,4,3
"KY",0,"Rural",10,26,11659,"Divorced","Female","No",11.6119,11,3,0,"Yes","Month-to-month","No","No","DSL","Yes","No","No","No","No","Yes","No","No","No","Bank Transfer(automatic)",56.56173,104.9643,5434.480078,3,3,3,3,4,2,3,2
"TX",17516,"Rural",2,80,67034.95,"Widowed","Female","No",8.593063,12,1,1,"No","Two Year","No","No","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Credit Card (automatic)",70.39578,277.6375,6429.615341,4,5,5,2,4,2,3,4
"TX",35643,"Suburban",1,19,16283.13,"Never Married","Female","No",8.037899,12,2,0,"No","One year","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Credit Card (automatic)",60.98712,184.9634,5985.552522,3,3,3,3,3,3,2,4
"TN",17654,"Urban",5,65,119017.8,"Widowed","Female","No",5.256307,12,1,1,"No","Two Year","Yes","Yes","DSL","Yes","No","No","No","No","Yes","No","Yes","Yes","Mailed Check",58.45672,139.9512,5467.641304,3,1,4,3,3,4,4,2
"OH",7289,"Suburban",1,73,15679.34,"Married","Male","Yes",8.840278,8,2,0,"No","Month-to-month","No","Yes","DSL","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Credit Card (automatic)",47.27475,200.1185,4746.697941,4,4,4,4,2,3,4,6
"FL",75306,"Suburban",0,23,34414.35,"Divorced","Male","No",13.96183,10,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","Yes","No","No","No","No","Yes","Electronic Check",55.7768,114.9509,5244.106579,1,3,3,4,4,3,4,3
"FL",62043,"Suburban",1,68,14475.95,"Never Married","Male","No",15.76032,13,1,0,"No","Two Year","No","No","None","Yes","No","No","Yes","Yes","No","No","No","Yes","Credit Card (automatic)",41.18372,114.9976,3603.27849,3,3,3,5,2,3,3,3
"NY",163,"Suburban",3,41,46184.74,"Widowed","Female","No",15.47722,13,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","No","No","No","No","No","No","Credit Card (automatic)",61.85639,147.4783,5332.977438,3,2,3,3,4,2,3,1
"FL",60781,"Urban",3,46,34315.35,"Widowed","Female","No",13.07377,15,2,0,"No","One year","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Mailed Check",63.59084,184.9634,6171.94132,5,4,6,3,2,6,6,5
"UT",2653,"Rural",1,24,21409.9,"Separated","Female","No",7.793657,12,1,0,"No","Two Year","No","Yes","Fiber Optic","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Mailed Check",51.7077,252.6378,4962.803058,4,4,3,5,3,5,4,3
"KS",4731,"Rural",3,63,53755.23,"Separated","Male","No",12.0758,9,1,0,"No","Two Year","No","No","DSL","Yes","No","Yes","No","Yes","No","No","No","Yes","Credit Card (automatic)",59.9737,107.4958,5615.5589,1,1,3,4,2,4,4,4
"WV",1208,"Rural",1,21,12829,"Married","Male","No",10.82034,12,2,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","No","No","No","No","Yes","Yes","Credit Card (automatic)",57.65657,147.4421,5087.668651,4,5,4,4,4,4,4,5
"NH",2190,"Rural",1,44,22428.29,"Separated","Male","No",7.926134,16,2,0,"No","One year","No","Yes","DSL","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Credit Card (automatic)",67.88936,222.6143,6624.884891,5,3,5,4,4,3,3,4
"FL",18518,"Urban",2,68,31935.71,"Widowed","Male","No",8.847661,18,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","No","Yes","No","No","Mailed Check",62.87394,159.9349,5486.748112,4,4,4,3,5,3,3,4
"IN",36245,"Urban",3,20,43073.14,"Never Married","Male","No",7.045836,12,2,0,"No","Two Year","Yes","No","None","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Mailed Check",61.27781,120.0035,5610.48353,3,4,4,2,6,3,4,5
"TX",190,"Urban",0,19,27756.42,"Divorced","Female","No",9.965984,15,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","No","No","No","Electronic Check",70.00904,124.9643,5837.932606,4,4,5,5,4,5,4,5
"KY",1645,"Rural",2,58,62969.23,"Never Married","Female","No",5.74758,10,1,1,"No","Month-to-month","No","No","None","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Electronic Check",58.18133,190.1599,5334.978423,3,2,4,3,4,2,2,3
"WV",2230,"Suburban",1,18,69035.22,"Never Married","Male","No",6.432641,11,2,0,"No","Two Year","No","No","None","Yes","Yes","No","No","No","No","Yes","No","No","Bank Transfer(automatic)",62.83227,137.4684,5594.44205,2,3,4,3,4,3,4,2
"PA",4155,"Rural",1,62,13891.84,"Separated","Female","No",13.87881,13,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","No","Yes","No","No","Yes","Mailed Check",42.12085,157.4698,3514.589222,3,3,5,4,3,3,4,3
"NC",26999,"Rural",4,35,25648.63,"Married","Female","No",11.36686,14,1,0,"No","One year","Yes","No","Fiber Optic","No","No","No","Yes","No","No","No","No","No","Mailed Check",60.30709,134.9509,5203.323815,4,4,3,5,1,5,4,3
"NM",2874,"Urban",3,28,7215.61,"Married","Female","No",13.68359,7,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","Yes","No","No","Yes","Yes","Credit Card (automatic)",52.04568,139.965,5082.897328,2,2,4,4,4,2,2,1
"OH",1524,"Rural",3,19,86234.35,"Never Married","Female","No",9.911478,11,1,1,"No","One year","No","No","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Bank Transfer(automatic)",68.1959,207.4974,6173.702221,2,3,3,3,3,3,3,4
"AL",21,"Urban",1,62,17059.86,"Separated","Female","No",10.60332,18,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Bank Transfer(automatic)",55.44991,207.4811,5052.572623,4,3,3,2,2,3,4,5
"TN",56641,"Urban",8,55,51059.78,"Never Married","Male","No",9.143203,17,1,0,"No","Two Year","No","No","Fiber Optic","Yes","No","No","No","No","No","Yes","No","No","Electronic Check",52.3927,137.4392,4761.278588,5,5,5,3,4,5,3,4
"TX",1209,"Suburban",8,29,20516.44,"Widowed","Male","No",11.78286,15,0,0,"No","Two Year","Yes","No","DSL","Yes","Yes","No","No","No","No","No","Yes","Yes","Credit Card (automatic)",67.82028,159.9476,6595.169591,5,4,4,1,5,4,3,5
"MN",539,"Urban",3,87,62916.19,"Widowed","Female","No",12.29903,15,3,1,"No","One year","No","No","DSL","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Mailed Check",71.86794,144.9889,6629.310323,4,4,4,3,5,3,3,4
"NM",46995,"Urban",0,60,21294.13,"Never Married","Male","No",8.357857,16,1,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Mailed Check",46.12627,164.9889,4149.822715,3,2,3,3,4,3,3,3
"CA",843,"Rural",0,43,22246.04,"Divorced","Nonbinary","No",7.605829,14,1,0,"No","One year","Yes","No","None","No","Yes","No","Yes","No","Yes","Yes","No","No","Mailed Check",60.23312,172.4733,5280.921374,1,2,2,3,2,2,4,2
"AK",1705,"Suburban",0,38,22649.13,"Widowed","Male","No",12.02212,12,1,0,"Yes","Two Year","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Electronic Check",64.63082,187.4811,6313.28774,3,3,3,5,3,3,5,4
"PA",2409,"Suburban",1,67,27822.24,"Never Married","Female","No",10.0308,13,2,0,"No","Two Year","No","Yes","None","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Bank Transfer(automatic)",44.83431,172.4871,4091.156525,4,4,4,4,2,3,2,3
"PA",753,"Suburban",3,32,19379.79,"Separated","Female","No",13.84152,12,2,0,"Yes","Two Year","No","No","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Electronic Check",68.09161,252.624,6259.78278,4,5,4,3,3,4,4,4
"MT",95,"Urban",0,48,63248.45,"Married","Male","No",10.04811,11,2,0,"No","Two Year","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Electronic Check",58.96026,162.497,5655.286153,3,4,2,4,4,3,3,3
"TX",8629,"Suburban",0,34,45021.58,"Separated","Female","No",9.031147,8,2,0,"No","Two Year","No","No","DSL","Yes","No","No","Yes","Yes","No","No","No","No","Mailed Check",57.86469,127.4738,5381.978758,2,3,4,4,4,4,3,2
"GA",985,"Rural",1,34,52251.85,"Divorced","Female","No",15.1921,13,1,0,"No","Two Year","No","No","DSL","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Credit Card (automatic)",62.6237,210.1051,6174.837293,3,4,4,3,4,4,3,4
"KS",315,"Suburban",1,88,22324.49,"Divorced","Male","No",9.576327,16,2,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Electronic Check",60.18256,184.9785,5329.313105,2,3,2,2,5,2,3,3
"CA",25794,"Suburban",3,28,35299.63,"Married","Female","No",6.213067,9,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","Yes","No","Yes","Yes","No","Credit Card (automatic)",61.49796,200.1323,6154.993798,5,4,3,3,3,4,4,2
"WI",1947,"Rural",1,28,158549.3,"Never Married","Female","No",11.11995,9,1,0,"No","Month-to-month","Yes","No","None","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Bank Transfer(automatic)",62.97217,165.0113,5676.643658,4,4,2,4,3,4,5,4
"SC",3756,"Rural",3,28,15535.84,"Separated","Male","No",13.16727,13,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Yes","Credit Card (automatic)",62.6093,169.9378,5626.093885,3,3,4,3,4,5,4,5
"PA",2515,"Suburban",1,77,24997.36,"Never Married","Male","No",7.471035,18,2,0,"No","Month-to-month","Yes","No","None","Yes","Yes","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",39.72823,112.4844,3347.326138,5,5,4,5,4,5,5,7
